guest_key,guest_id,full_name,nationality,lifetime_bookings,lifetime_spend,first_stay_date,last_stay_date
7224214975387375212,7224214975387375212,,PRT,1,484.0,2016-05-30,2016-05-30
7226000654493115654,7226000654493115654,,NLD,2,327.2,2016-12-03,2017-08-22
7226142594353239815,7226142594353239815,,NGA,13,6308.68,2016-03-03,2017-05-20
7229913291772539146,7229913291772539146,,GBR,9,2629.96,2016-03-28,2016-09-12
7235119139490682631,7235119139490682631,,OMN,3,917.0,2016-01-15,2016-01-15
7235867078337740336,7235867078337740336,,IRN,3,713.54,2016-03-30,2016-09-20
7237547115582063025,7237547115582063025,,PRT,1,1488.2,2016-09-05,2016-09-05
7240769040028834837,7240769040028834837,,BEL,1,363.6,2015-09-24,2015-09-24
7240916006541827414,7240916006541827414,,SVK,1,288.9,2015-11-27,2015-11-27
7241339566829285738,7241339566829285738,,PRT,6,825.0,2016-01-26,2016-11-29
7243530114036715234,7243530114036715234,,ESP,21,3924.75,2015-12-06,2017-04-13
7245327766239546115,7245327766239546115,,PRT,1,640.0799999999999,2016-02-22,2016-02-22
7248234934826793136,7248234934826793136,,RUS,2,850.0,2017-04-19,2017-04-19
7248755493239509581,7248755493239509581,,GBR,2,3601.99,2017-05-26,2017-05-28
7248792305020895600,7248792305020895600,,PRT,1,150.0,2015-08-22,2015-08-22
7248983184557714538,7248983184557714538,,FRA,2,595.0,2016-04-25,2016-05-02
7249293619235046614,7249293619235046614,,PRT,1,0.0,2015-08-27,2015-08-27
7254766374093641099,7254766374093641099,,PRT,1,62.0,2015-12-29,2015-12-29
7255448695159666849,7255448695159666849,,ZAF,3,783.8199999999999,2016-04-04,2017-06-22
7256144261997111736,7256144261997111736,,NLD,1,108.0,2017-06-28,2017-06-28
7256302502122507100,7256302502122507100,,MYS,1,225.0,2016-04-24,2016-04-24
7257496284659468764,7257496284659468764,,GBR,69,48187.47,2015-07-06,2016-10-21
7260690940537714535,7260690940537714535,,MEX,1,441.99,2015-11-06,2015-11-06
7262045135188433630,7262045135188433630,,FIN,19,4933.8099999999995,2015-10-21,2017-06-18
7264785849031399005,7264785849031399005,,POL,4,1037.0,2015-12-17,2017-04-24
7266008630811617301,7266008630811617301,,ITA,1,230.0,2016-06-06,2016-06-06
7271457598248496867,7271457598248496867,,PRT,7,3126.82,2015-07-13,2015-11-04
7273139603683010351,7273139603683010351,,TUR,7,2450.0,2016-06-06,2016-06-07
7273444120040001476,7273444120040001476,,BEL,3,665.0,2016-04-04,2016-11-10
7274017022939608792,7274017022939608792,,ESP,6,3239.4,2015-07-20,2015-09-14
7274828684650383703,7274828684650383703,,PRT,3,335.01,2016-02-23,2017-06-01
7275181967830611437,7275181967830611437,,NGA,4,2567.0,2017-01-06,2017-07-08
7275726923824949239,7275726923824949239,,PRT,4,492.7,2017-03-28,2017-04-28
7275905075573873647,7275905075573873647,,ITA,3,1155.0,2015-09-19,2015-10-18
7276288609885229690,7276288609885229690,,ESP,2,335.0,2015-12-02,2016-04-15
7276615721859046931,7276615721859046931,,LUX,1,360.0,2017-05-04,2017-05-04
7278114396394945627,7278114396394945627,,PRT,1,35.0,2015-12-08,2015-12-08
7278127227874830283,7278127227874830283,,ISR,1,98.8,2017-05-07,2017-05-07
7278637894087261829,7278637894087261829,,AGO,1,360.0,2016-06-02,2016-06-02
7279127070315757215,7279127070315757215,,FRA,4,838.0,2015-09-28,2015-11-11
7279239981801589766,7279239981801589766,,DEU,5,2122.56,2017-01-11,2017-07-28
7279494672630976440,7279494672630976440,,MDV,4,1839.3000000000002,2016-05-22,2017-06-23
7280899503743210826,7280899503743210826,,TGO,1,1368.0,2017-06-19,2017-06-19
7281491551333871123,7281491551333871123,,PRT,2,1120.0,2017-04-16,2017-04-16
7282698075326744882,7282698075326744882,,MYS,1,308.0,2016-11-30,2016-11-30
7283390045031875398,7283390045031875398,,PRT,1,135.0,2016-03-21,2016-03-21
7283746889290865150,7283746889290865150,,POL,1,375.0,2017-05-22,2017-05-22
7283943144255337899,7283943144255337899,,AGO,1,180.0,2016-09-14,2016-09-14
7283961843028923158,7283961843028923158,,BEL,2,650.0,2016-05-17,2016-05-17
7285358593107513836,7285358593107513836,,CHE,99,33077.2,2015-10-15,2017-08-25
7286132630925355185,7286132630925355185,,FIN,1,323.0,2016-06-20,2016-06-20
7286522846308951572,7286522846308951572,,PRT,1,490.0,2015-12-27,2015-12-27
7292443788041934094,7292443788041934094,,CHN,4,899.1,2017-03-26,2017-04-01
7295192575370078465,7295192575370078465,,LTU,1,262.0,2016-06-27,2016-06-27
7295695745424047776,7295695745424047776,,IRQ,2,400.0,2015-10-15,2015-10-15
7296796166994155704,7296796166994155704,,PRT,17,9477.06,2015-07-16,2017-07-28
7299270279156853204,7299270279156853204,,UNK,1,45.0,2016-04-01,2016-04-01
7299651430767673633,7299651430767673633,,MMR,1,290.0,2015-10-10,2015-10-10
7300123973367543608,7300123973367543608,,PRT,1,43.0,2016-01-08,2016-01-08
7307880639164832909,7307880639164832909,,GEO,1,360.0,2016-08-23,2016-08-23
7308345263756824272,7308345263756824272,,AGO,1,1266.02,2017-01-14,2017-01-14
7311350659292553102,7311350659292553102,,PRT,1,0.0,2016-04-20,2016-04-20
7311680710656112084,7311680710656112084,,KOR,1,284.0,2015-10-19,2015-10-19
7314863072168723152,7314863072168723152,,ESP,2,68.0,2016-11-23,2017-01-21
7318627468978501780,7318627468978501780,,ISR,41,8013.0599999999995,2015-08-30,2017-06-23
7319727855536691883,7319727855536691883,,GBR,7,5529.4,2016-06-13,2017-07-09
7323328242742309841,7323328242742309841,,BRA,2,752.0,2016-02-03,2016-02-03
7327265805661419548,7327265805661419548,,PRT,1,0.0,2016-11-21,2016-11-21
7330560877920424422,7330560877920424422,,CZE,1,111.0,2017-03-02,2017-03-02
7332190182808385414,7332190182808385414,,IRN,7,3046.56,2016-09-05,2016-09-20
7332409752626320239,7332409752626320239,,CHE,1,206.0,2016-03-04,2016-03-04
7332697752856268635,7332697752856268635,,PRT,1,255.99,2016-04-27,2016-04-27
7339463206490433387,7339463206490433387,,RUS,1,176.0,2017-02-12,2017-02-12
7339580696166011324,7339580696166011324,,ITA,1,48.0,2016-01-03,2016-01-03
7341337890179741233,7341337890179741233,,PRT,2,568.0,2017-04-15,2017-04-15
7341362516321124947,7341362516321124947,,CHE,2,615.0,2016-04-17,2016-10-16
7346477409330707398,7346477409330707398,,PRT,4,370.0,2016-09-20,2016-09-20
7347183978129692379,7347183978129692379,,PRT,21,940.9,2015-10-31,2017-04-15
7350574182985059232,7350574182985059232,,NOR,1,147.6,2017-07-15,2017-07-15
7351474949110620810,7351474949110620810,,GBR,6,4328.6,2016-05-12,2016-10-03
7355154724564719868,7355154724564719868,,PRT,1,668.8,2016-09-09,2016-09-09
7355664576402622683,7355664576402622683,,BEL,1,297.0,2017-05-02,2017-05-02
7358214829373948197,7358214829373948197,,CUB,1,25.0,2016-03-11,2016-03-11
7360011788975101577,7360011788975101577,,SWE,19,6349.0,2016-10-16,2016-10-24
7363043310561600090,7363043310561600090,,CYP,3,600.0,2016-11-21,2016-11-21
7363934740378500711,7363934740378500711,,TWN,1,225.0,2015-11-01,2015-11-01
7364305063867796788,7364305063867796788,,POL,2,405.0,2017-04-26,2017-06-26
7365147854821132763,7365147854821132763,,ARG,1,248.0,2015-07-09,2015-07-09
7365232672575324159,7365232672575324159,,PRT,1,196.35000000000002,2015-10-08,2015-10-08
7366898823652635916,7366898823652635916,,SVN,1,340.0,2017-04-20,2017-04-20
7369585087889192599,7369585087889192599,,BEL,1,190.4,2015-11-03,2015-11-03
7375805043981911641,7375805043981911641,,PRT,5,1362.6,2016-03-14,2017-07-15
7379075362699692532,7379075362699692532,,FRA,2,390.0,2017-05-09,2017-05-10
7380929300660109823,7380929300660109823,,DEU,1,83.0,2016-05-10,2016-05-10
7386249831718391896,7386249831718391896,,ESP,12,1533.0,2015-09-14,2017-02-23
7386363217895417756,7386363217895417756,,PRT,3,275.0,2015-11-09,2015-11-24
7386405338809829200,7386405338809829200,,SRB,2,355.0,2016-01-19,2016-01-19
7387916873933592578,7387916873933592578,,KNA,1,140.0,2015-11-23,2015-11-23
7389009470513724792,7389009470513724792,,AGO,46,70568.93000000001,2016-01-12,2017-06-19
7389795221892845008,7389795221892845008,,SGP,1,360.0,2016-10-10,2016-10-10
7391483894007664962,7391483894007664962,,TUN,1,210.32999999999998,2017-07-02,2017-07-02
7394240091344558269,7394240091344558269,,DEU,121,50958.67,2015-09-01,2017-08-31
7398544637636001682,7398544637636001682,,PRT,3,380.0,2015-09-20,2015-09-20
7398700297045740711,7398700297045740711,,PRT,20,10822.789999999999,2015-08-20,2016-12-26
7399841906438612560,7399841906438612560,,PRT,6,992.0,2017-02-22,2017-03-06
7401939470377720565,7401939470377720565,,BEL,5,945.0,2017-01-17,2017-06-22
7403294374882500038,7403294374882500038,,PRT,2,140.0,2015-11-25,2016-03-04
7406023583986976109,7406023583986976109,,ITA,1,6.0,2016-03-25,2016-03-25
7407149817719039787,7407149817719039787,,IND,1,378.0,2016-11-05,2016-11-05
7408244151981335221,7408244151981335221,,PRT,13,2475.0,2015-09-09,2015-10-17
7410178867483528463,7410178867483528463,,ESP,3,133.0,2016-03-11,2016-03-11
7410646666265946289,7410646666265946289,,NZL,1,246.5,2016-02-04,2016-02-04
7411382050218379254,7411382050218379254,,USA,1,142.0,2016-01-19,2016-01-19
7412284752378398587,7412284752378398587,,DNK,14,7050.74,2015-07-16,2017-07-10
7413543310450606783,7413543310450606783,,PRT,2,100.0,2017-05-22,2017-05-22
7417236913984008824,7417236913984008824,,UNK,4,269.0,2015-07-29,2017-01-27
7418794932499733271,7418794932499733271,,BEL,2,633.6,2015-10-04,2016-03-16
7422599589061971775,7422599589061971775,,PRT,1,192.0,2015-12-08,2015-12-08
7423096390654353544,7423096390654353544,,PRT,3,97.0,2015-11-23,2015-11-23
7425962640777754868,7425962640777754868,,AUT,5,2694.5,2017-04-12,2017-08-23
7428101668887701841,7428101668887701841,,BEL,1,452.16,2016-04-11,2016-04-11
7429804130492710031,7429804130492710031,,FRA,1,380.0,2016-06-20,2016-06-20
7430211636883893777,7430211636883893777,,USA,1,126.0,2017-05-22,2017-05-22
7430967922596323145,7430967922596323145,,ITA,1,338.76,2016-09-21,2016-09-21
7440268105478086230,7440268105478086230,,ESP,1,240.0,2016-06-10,2016-06-10
7442082375856213724,7442082375856213724,,PRT,1,389.76,2015-07-05,2015-07-05
7442584577659323483,7442584577659323483,,POL,2,631.28,2016-01-09,2016-06-17
7442878236058837890,7442878236058837890,,PRT,330,213695.42,2015-07-03,2017-08-28
7444833300616901366,7444833300616901366,,SWE,1,225.0,2017-03-04,2017-03-04
7447555109152933982,7447555109152933982,,PRT,14,499.0,2016-03-10,2016-03-12
7447937297138532105,7447937297138532105,,USA,1,406.0,2016-04-21,2016-04-21
7448629772444474199,7448629772444474199,,CHN,1,71.4,2015-09-30,2015-09-30
7450109098332238412,7450109098332238412,,DEU,1,257.01,2015-11-24,2015-11-24
7450320789420373010,7450320789420373010,,PRT,1,132.0,2016-07-12,2016-07-12
7456582328475987024,7456582328475987024,,PRT,5,574.0,2016-10-05,2016-10-09
7457526160154421059,7457526160154421059,,DEU,11,2320.63,2015-09-06,2017-05-13
7457648248203993227,7457648248203993227,,GBR,1,85.0,2017-01-26,2017-01-26
7458351480895221628,7458351480895221628,,PRT,4,352.8,2016-05-17,2016-10-26
7460264597050265015,7460264597050265015,,EGY,2,456.0,2016-02-28,2016-02-29
7461812410121012057,7461812410121012057,,PRT,1,0.0,2016-12-19,2016-12-19
7462326265311122104,7462326265311122104,,FRA,1,269.21999999999997,2016-03-15,2016-03-15
7462713425669599594,7462713425669599594,,BEL,46,12017.0,2015-11-01,2017-08-30
7462941580737204285,7462941580737204285,,PRT,21,4540.0,2016-10-09,2016-10-13
7464554573835583848,7464554573835583848,,SRB,2,1544.1200000000001,2015-10-08,2015-10-12
7465094286155395962,7465094286155395962,,USA,2,1045.0,2016-05-08,2016-05-15
7468366139138809968,7468366139138809968,,PRT,1,57.0,2016-05-31,2016-05-31
7474834643804220895,7474834643804220895,,VEN,11,3899.1,2015-10-19,2017-07-10
7476427503143664475,7476427503143664475,,FRA,2,176.29999999999998,2016-11-15,2017-08-15
7480646558217532401,7480646558217532401,,FRA,3,444.0,2015-09-26,2015-09-26
7481789065824886628,7481789065824886628,,PRT,9,1610.8600000000001,2016-11-26,2017-07-24
7481937423058036995,7481937423058036995,,BRA,2,57.0,2015-11-27,2015-11-27
7484038058738966065,7484038058738966065,,BRA,1,89.2,2015-10-16,2015-10-16
7487504770695517711,7487504770695517711,,PRT,1,30.5,2015-12-18,2015-12-18
7488778469880749117,7488778469880749117,,PRT,4,120.0,2016-11-21,2016-12-05
7489267305170785365,7489267305170785365,,PRT,4,985.0,2015-12-09,2016-10-16
7491036275452119240,7491036275452119240,,PRT,1,30.0,2016-02-10,2016-02-10
7493683835342762302,7493683835342762302,,ESP,6,2313.9700000000003,2016-07-15,2017-07-11
7493953463816961051,7493953463816961051,,PRT,18,4820.0,2015-12-08,2017-06-08
7494179977332860924,7494179977332860924,,NLD,7,1705.0,2016-11-06,2017-08-01
7496884234216075454,7496884234216075454,,BEL,4,3447.0,2017-06-01,2017-08-30
7500860612883603099,7500860612883603099,,IRL,21,22325.239999999998,2015-07-16,2017-08-30
7503265039449993619,7503265039449993619,,PRT,2,968.4,2016-12-04,2017-06-14
7504998897553549727,7504998897553549727,,CHN,1,226.0,2015-10-19,2015-10-19
7506367772510357481,7506367772510357481,,PRT,1,35.0,2017-03-08,2017-03-08
7507030328753434914,7507030328753434914,,TUR,5,1505.6,2016-03-14,2017-06-03
7508578822815868520,7508578822815868520,,PRT,1,123.3,2015-09-22,2015-09-22
7512785504925860621,7512785504925860621,,ITA,1,70.0,2016-11-11,2016-11-11
7515927845538752097,7515927845538752097,,ROU,14,8429.38,2015-07-16,2017-08-19
7516622531775739892,7516622531775739892,,DEU,7,2335.0,2017-08-20,2017-08-24
7520753818682497903,7520753818682497903,,UNK,1,45.0,2016-10-17,2016-10-17
7521557637366511518,7521557637366511518,,USA,3,348.29999999999995,2016-09-29,2016-09-29
7522878941548118492,7522878941548118492,,DEU,3,602.36,2016-12-01,2016-12-02
7524630646819249752,7524630646819249752,,ESP,2,540.0,2016-05-17,2016-05-17
7526126236940790935,7526126236940790935,,BRA,1,36.0,2017-02-06,2017-02-06
7526858551445936195,7526858551445936195,,BRA,2,1496.0,2016-09-22,2016-09-22
7529536744043752073,7529536744043752073,,PRT,1,466.19999999999993,2016-09-21,2016-09-21
7532054155705302289,7532054155705302289,,DEU,1,1059.3000000000002,2016-08-23,2016-08-23
7532190447796578645,7532190447796578645,,IRL,1,260.8,2017-03-23,2017-03-23
7534274555986942107,7534274555986942107,,CHE,18,8513.09,2015-09-20,2017-06-04
7537410886518705592,7537410886518705592,,DEU,1,300.0,2015-11-22,2015-11-22
7547439279613368278,7547439279613368278,,USA,24,9528.14,2015-07-02,2017-08-13
7547586127875767504,7547586127875767504,,CHN,4,682.0,2016-01-15,2017-08-12
7548093572005921110,7548093572005921110,,DEU,7,1698.8,2015-10-05,2017-08-28
7552069719150179020,7552069719150179020,,ITA,1,420.0,2017-08-19,2017-08-19
7553853952790769954,7553853952790769954,,HUN,1,109.0,2016-04-30,2016-04-30
7554815045947296315,7554815045947296315,,RUS,1,0.0,2015-08-31,2015-08-31
7558072520246538646,7558072520246538646,,PRT,1,145.34,2015-12-29,2015-12-29
7560220150314717375,7560220150314717375,,FRA,1,370.20000000000005,2017-04-22,2017-04-22
7560530481049510703,7560530481049510703,,PRT,1,75.0,2017-06-13,2017-06-13
7560791895581969991,7560791895581969991,,CHE,1,520.0,2015-11-03,2015-11-03
7561167580292150640,7561167580292150640,,NZL,1,496.0,2017-04-19,2017-04-19
7561343990437971477,7561343990437971477,,DEU,1,256.5,2017-05-24,2017-05-24
7564922887105637149,7564922887105637149,,MLT,1,211.2,2016-11-08,2016-11-08
7564947821807369856,7564947821807369856,,PRT,30,1923.0,2015-07-01,2017-06-07
7565343878884497945,7565343878884497945,,PRT,3,3360.0,2017-04-09,2017-04-09
7566373720339833158,7566373720339833158,,NLD,87,34296.35,2015-08-15,2017-08-18
7566852327481064919,7566852327481064919,,SVN,2,410.0,2016-05-19,2017-05-21
7567776696549704784,7567776696549704784,,PRT,4,1521.6,2016-02-06,2016-06-24
7567851805887254733,7567851805887254733,,LUX,1,300.0,2015-11-18,2015-11-18
7569171123738051331,7569171123738051331,,IND,1,228.0,2016-03-08,2016-03-08
7569218597693520310,7569218597693520310,,FIN,1,637.0,2016-05-14,2016-05-14
7571619708046614924,7571619708046614924,,PRT,3,318.0,2017-04-05,2017-04-06
7574873660079217225,7574873660079217225,,AGO,3,1151.28,2016-01-10,2016-10-07
7577609708562192940,7577609708562192940,,NOR,1,62.03,2017-08-27,2017-08-27
7585004511147687549,7585004511147687549,,PRT,6,1580.8,2016-12-09,2017-08-19
7585823610331916633,7585823610331916633,,IRL,5,1543.75,2016-06-12,2017-06-06
7585856844845408961,7585856844845408961,,GBR,3,508.0,2016-05-16,2017-03-21
7586617072894702313,7586617072894702313,,FRA,10,1350.0,2016-02-16,2017-08-19
7589030830563446866,7589030830563446866,,PRT,1,88.0,2016-03-02,2016-03-02
7589060660719668720,7589060660719668720,,DEU,204,92023.47,2015-08-06,2017-08-31
7591436576042032428,7591436576042032428,,BRA,1,80.0,2016-03-08,2016-03-08
7594886921959080007,7594886921959080007,,NLD,5,1563.4,2016-04-22,2017-08-15
7594896372261724942,7594896372261724942,,PRT,5,405.0,2016-03-29,2017-05-08
7595672367965687748,7595672367965687748,,CHN,36,9609.09,2016-01-12,2017-08-03
7598895091669639731,7598895091669639731,,SVK,1,63.28,2016-11-13,2016-11-13
7599485357337537175,7599485357337537175,,AUT,4,257.0,2015-11-17,2015-11-17
7599503125084676168,7599503125084676168,,PRT,6,290.0,2016-01-12,2017-05-16
7600545327496525131,7600545327496525131,,DEU,1,230.0,2017-07-05,2017-07-05
7600839888491109195,7600839888491109195,,COL,1,320.0,2017-07-08,2017-07-08
7603612382955282868,7603612382955282868,,POL,2,104.4,2016-02-15,2016-02-15
7603942717278168053,7603942717278168053,,ISR,2,765.36,2015-07-16,2016-05-25
7604574205084910191,7604574205084910191,,CZE,1,163.0,2016-09-15,2016-09-15
7607233621139799922,7607233621139799922,,PRT,4,1879.5,2017-05-15,2017-05-15
7607849760924128087,7607849760924128087,,IRL,2,1182.09,2017-05-02,2017-05-13
7611840805392654314,7611840805392654314,,PRT,1,0.0,2016-11-08,2016-11-08
7614780440947969988,7614780440947969988,,PRT,10,727.15,2015-11-21,2016-03-19
7615118123216573298,7615118123216573298,,PRT,1,33.0,2016-11-15,2016-11-15
7615186292667697999,7615186292667697999,,GBR,1,0.0,2017-04-22,2017-04-22
7615296213978422044,7615296213978422044,,CZE,1,204.0,2016-03-01,2016-03-01
7617346971273790227,7617346971273790227,,ISR,2,440.0,2016-06-06,2016-06-06
7620103638695145425,7620103638695145425,,PRT,1,66.0,2016-10-30,2016-10-30
7620744273697869460,7620744273697869460,,UGA,1,129.0,2016-03-06,2016-03-06
7621938209939737710,7621938209939737710,,AUT,8,536.0,2016-03-16,2017-07-02
7622544708166495821,7622544708166495821,,ITA,2,792.0,2016-09-14,2016-09-14
7626997709932628186,7626997709932628186,,IRL,54,17070.89,2015-09-29,2017-08-19
7629882544259394450,7629882544259394450,,HUN,1,150.0,2015-11-03,2015-11-03
7629970928861436827,7629970928861436827,,UNK,1,1104.0,2016-08-13,2016-08-13
7630480629059694635,7630480629059694635,,PRT,8,404.0,2017-01-14,2017-01-14
7632472145493860655,7632472145493860655,,PRT,2,216.0,2016-10-18,2016-10-18
7632885692631425848,7632885692631425848,,SEN,1,2850.0,2017-07-14,2017-07-14
7633630085218419080,7633630085218419080,,IRL,1,220.0,2017-04-05,2017-04-05
7633693894119651867,7633693894119651867,,ARG,1,240.0,2017-05-22,2017-05-22
7634543363691098392,7634543363691098392,,PRT,1,240.0,2017-02-06,2017-02-06
7634654652887726217,7634654652887726217,,PRT,7,813.0,2017-01-17,2017-08-29
7635380088972058743,7635380088972058743,,CRI,2,145.04,2015-12-27,2015-12-27
7636304669652584530,7636304669652584530,,TMP,2,767.4000000000001,2016-06-27,2016-12-12
7638368799611601735,7638368799611601735,,PRT,1,0.0,2016-02-25,2016-02-25
7638762565299127160,7638762565299127160,,PRT,1,38.0,2015-12-14,2015-12-14
7639133286974086865,7639133286974086865,,DOM,3,1674.0,2015-10-13,2017-05-15
7642979995158518323,7642979995158518323,,PRT,15,3358.0299999999997,2016-03-20,2016-12-30
7642986938799655295,7642986938799655295,,ITA,1,574.88,2017-01-10,2017-01-10
7644135114903055190,7644135114903055190,,GBR,21,11824.619999999999,2016-07-20,2017-08-17
7644592253075570282,7644592253075570282,,DEU,7,2152.0,2016-09-30,2016-10-16
7647034280607083468,7647034280607083468,,BRA,1,861.0,2015-08-15,2015-08-15
7647613759562745145,7647613759562745145,,DEU,2,875.3000000000001,2016-03-20,2017-04-10
7649776559630933649,7649776559630933649,,PRT,1,40.0,2016-11-16,2016-11-16
7655112325212623102,7655112325212623102,,USA,4,886.0,2015-09-16,2016-09-12
7655554682525364681,7655554682525364681,,IRL,2,790.26,2016-05-31,2016-05-31
7657061314682250735,7657061314682250735,,PRT,5,424.0,2016-01-25,2016-01-26
7664158729776154486,7664158729776154486,,LKA,1,1547.0,2017-04-16,2017-04-16
7664874983415697241,7664874983415697241,,URY,7,5084.22,2016-06-01,2017-06-19
7667100161504459053,7667100161504459053,,PRT,3,205.79999999999998,2016-03-14,2017-06-06
7667417708366913514,7667417708366913514,,PRT,2,330.0,2016-09-30,2016-10-01
7669130105106609801,7669130105106609801,,UKR,1,260.0,2017-01-22,2017-01-22
7669588494553388996,7669588494553388996,,GBR,3,1572.0,2017-04-11,2017-06-30
7675006141178280792,7675006141178280792,,ITA,1,45.0,2017-01-29,2017-01-29
7675176599496712686,7675176599496712686,,GHA,2,1402.0,2017-01-09,2017-07-29
7675443230018380259,7675443230018380259,,ESP,2,268.5,2016-08-30,2017-05-10
7679654818551933317,7679654818551933317,,SWE,3,510.0,2017-04-26,2017-06-26
7680731612479957133,7680731612479957133,,FIN,1,824.64,2015-10-09,2015-10-09
7693014172163591243,7693014172163591243,,USA,1,96.0,2015-08-10,2015-08-10
7693104853328750873,7693104853328750873,,PRT,6,898.1,2017-08-03,2017-08-03
7698731222529661364,7698731222529661364,,PRT,2,212.0,2016-03-08,2017-05-09
7699488201940114037,7699488201940114037,,NOR,2,1053.22,2015-07-02,2015-07-02
7700591524580852161,7700591524580852161,,PRT,1,546.0,2015-12-30,2015-12-30
7702075641592929523,7702075641592929523,,CHN,1,344.0,2016-02-03,2016-02-03
7703386716035836732,7703386716035836732,,PRT,20,3174.01,2016-01-27,2017-06-28
7706549925671043622,7706549925671043622,,ISR,5,2473.9,2015-09-15,2015-10-12
7707194100850726986,7707194100850726986,,FRA,4,1774.45,2015-10-14,2016-07-13
7707424932538557772,7707424932538557772,,AUT,3,530.0,2017-01-18,2017-03-23
7707529760055422764,7707529760055422764,,PRT,5,983.97,2016-04-27,2016-04-27
7707597521256647493,7707597521256647493,,TUR,1,195.0,2017-01-22,2017-01-22
7709819398262307379,7709819398262307379,,PRT,2,720.0,2017-05-02,2017-05-02
7711005555335786776,7711005555335786776,,BEL,2,1027.1,2017-01-22,2017-07-20
7711006418633769191,7711006418633769191,,POL,1,258.56,2016-01-10,2016-01-10
7711342396615882897,7711342396615882897,,NOR,4,3815.11,2016-06-21,2017-07-06
7715439758446523241,7715439758446523241,,PRT,1,0.0,2015-12-10,2015-12-10
7715796697461125696,7715796697461125696,,FRA,53,12011.01,2015-09-17,2016-12-21
7719291173815431491,7719291173815431491,,FRA,1,120.0,2017-03-15,2017-03-15
7723186646816619739,7723186646816619739,,PRT,1,35.0,2017-03-08,2017-03-08
7724098019682644965,7724098019682644965,,UKR,7,2346.8,2015-09-01,2017-07-13
7725069772398002084,7725069772398002084,,PRT,1,65.0,2017-04-08,2017-04-08
7727648853299293426,7727648853299293426,,PRT,3,817.8,2015-10-09,2016-01-29
7728889044612821477,7728889044612821477,,PRT,1,0.0,2016-03-22,2016-03-22
7729499071537087553,7729499071537087553,,GRC,1,272.0,2016-12-04,2016-12-04
7730523277812153380,7730523277812153380,,FIN,1,195.0,2016-11-28,2016-11-28
7731308948422686167,7731308948422686167,,NLD,2,556.0,2015-09-17,2015-09-17
7732390899174999521,7732390899174999521,,GBR,6,675.0,2017-03-15,2017-03-18
7737822005793731497,7737822005793731497,,AUT,2,1272.01,2016-10-11,2016-10-15
7738520995584456922,7738520995584456922,,SWE,1,582.25,2016-06-16,2016-06-16
7739331965213838046,7739331965213838046,,PRT,1,352.0,2016-02-15,2016-02-15
7740141436143668884,7740141436143668884,,CHN,1,119.0,2016-09-19,2016-09-19
7740195581731468530,7740195581731468530,,POL,2,636.0,2016-04-08,2016-07-02
7741452259782857546,7741452259782857546,,AUS,2,1071.3000000000002,2016-09-20,2017-04-24
7743846101449745186,7743846101449745186,,KWT,1,400.72,2017-07-06,2017-07-06
7744690184309315124,7744690184309315124,,PRT,1,1113.0,2017-08-14,2017-08-14
7747331701082374014,7747331701082374014,,PRT,14,2171.2,2015-10-07,2015-11-11
7750223346722636859,7750223346722636859,,JEY,1,252.0,2017-05-20,2017-05-20
7750433322590972478,7750433322590972478,,SAU,35,25039.59,2016-01-03,2017-08-31
7751304298271816520,7751304298271816520,,PRT,5,1328.8,2016-05-14,2016-09-26
7751745797454369617,7751745797454369617,,JOR,6,1918.3,2016-04-05,2017-07-08
7753086371270843127,7753086371270843127,,GEO,1,385.2,2016-08-26,2016-08-26
7761360648335960092,7761360648335960092,,GRC,1,255.0,2016-11-21,2016-11-21
7761958922522695915,7761958922522695915,,FRA,1,120.0,2016-10-12,2016-10-12
7762730098202355341,7762730098202355341,,BRA,1,120.0,2017-03-15,2017-03-15
7763174901527467951,7763174901527467951,,PRT,1,119.7,2017-07-11,2017-07-11
7763971130448456259,7763971130448456259,,GNB,4,1380.04,2016-02-28,2016-03-04
7765547506511652548,7765547506511652548,,IRL,8,3729.93,2015-07-01,2015-10-25
7766670555543359417,7766670555543359417,,USA,72,38224.13,2015-07-10,2017-08-29
7766672077270639858,7766672077270639858,,NLD,1,0.0,2016-04-18,2016-04-18
7769606902921594977,7769606902921594977,,IMN,2,963.9,2016-05-05,2017-04-13
7770974922265370801,7770974922265370801,,FIN,2,576.0,2017-03-28,2017-03-28
7772884355064850446,7772884355064850446,,NOR,1,153.0,2015-08-26,2015-08-26
7773645671014660770,7773645671014660770,,UNK,1,35.0,2017-03-13,2017-03-13
7775687507911066374,7775687507911066374,,SVN,1,380.0,2016-05-02,2016-05-02
7775833429637449942,7775833429637449942,,CHN,3,450.0,2016-05-15,2016-05-15
7777595933059930734,7777595933059930734,,GBR,1,438.0,2016-09-29,2016-09-29
7777746796156203304,7777746796156203304,,AZE,1,108.0,2017-03-23,2017-03-23
7777878961456051667,7777878961456051667,,DEU,29,23009.86,2016-03-16,2017-08-31
7782516661933952017,7782516661933952017,,AGO,54,20703.02,2015-08-06,2017-05-19
7789285809197410130,7789285809197410130,,FRA,1,90.0,2015-11-11,2015-11-11
7790595402105224189,7790595402105224189,,POL,2,468.0,2016-03-13,2016-03-13
7792645372686396843,7792645372686396843,,AUT,7,1713.02,2015-12-29,2017-04-23
7792724304318369816,7792724304318369816,,UNK,2,82.4,2017-02-08,2017-03-13
7793660816612165163,7793660816612165163,,ITA,5,2988.0,2017-04-17,2017-04-19
